iter	Logloss
568	0.580824365
569	0.5807670978
570	0.5806896366
571	0.5806278202
572	0.5805707988
573	0.5805019098
574	0.5804044866
575	0.5803470901
576	0.5802417342
577	0.5801678073
578	0.5800780605
579	0.5799609977
580	0.5798870191
581	0.5797916369
582	0.5797282791
583	0.5796743349
584	0.5795890827
585	0.5795232693
586	0.5794317948
587	0.5793722063
588	0.579270102
589	0.5791702763
590	0.5791149037
591	0.5790633306
592	0.5789938255
593	0.5789212493
594	0.578842907
595	0.5787536
596	0.578683403
597	0.578593984
598	0.5785150248
599	0.578445811
600	0.5783627847
601	0.5782969828
602	0.5782310759
603	0.5781713259
604	0.5780707228
605	0.5779872896
606	0.5779309439
607	0.5778225748
608	0.5777615564
609	0.5776819059
610	0.5776059403
611	0.5775270798
612	0.5774425189
613	0.5773712238
614	0.5772532262
615	0.5771696279
616	0.5770890875
617	0.5770302431
618	0.5769546272
619	0.5768770261
620	0.5768055594
621	0.5767025368
622	0.5766345464
623	0.5765636638
624	0.5765041704
625	0.5763791757
626	0.5763195958
627	0.5762318968
628	0.5761618608
629	0.576080109
630	0.5760181922
631	0.57591992
632	0.5758404951
633	0.5757781259
634	0.575670892
635	0.5756087939
636	0.5755531363
637	0.5754273128
638	0.5753502495
639	0.5752771586
640	0.5752095727
641	0.5751435726
642	0.5750614625
643	0.5749542719
644	0.5748780203
645	0.5748234365
646	0.5747523474
647	0.5746936109
648	0.5746288829
649	0.5745760536
650	0.5745216929
651	0.574447165
652	0.5743851941
653	0.5743255346
654	0.5742530544
655	0.574154675
656	0.574090393
657	0.5739718834
658	0.5739168514
659	0.5738335913
660	0.5737547077
661	0.5736595128
662	0.5736014005
663	0.573544085
664	0.5734642888
665	0.5733968932
666	0.5733185306
667	0.5732680504
668	0.5732146849
669	0.5731288003
670	0.5730581913
671	0.5729789241
672	0.5729104749
673	0.5728403234
674	0.5727749482
675	0.5727123139
676	0.5726421908
677	0.5725688437
678	0.5725048056
679	0.5724430335
680	0.572365021
681	0.5723070547
682	0.5722477494
683	0.572185322
684	0.5721387243
685	0.5720785824
686	0.5720041269
687	0.5719279865
688	0.5718644551
689	0.5717823481
690	0.5717102458
691	0.5716453083
692	0.571575491
693	0.5715217528
694	0.5714516763
695	0.5713656113
696	0.5712962817
697	0.5712480023
698	0.5711257837
699	0.5710623698
700	0.5709988689
701	0.5709172356
702	0.5708579771
703	0.5707795438
704	0.5706813386
705	0.5706162526
706	0.5705588685
707	0.5705122202
708	0.5704516831
709	0.5703788483
710	0.5703237453
711	0.5702738703
712	0.5702240423
713	0.5701469084
714	0.570089978
715	0.5699927361
716	0.5699324583
717	0.5698594022
718	0.5697936347
719	0.5697179772
720	0.5696510523
721	0.5695791678
722	0.5694987204
723	0.569449104
724	0.5693779142
725	0.5693235336
726	0.5692596771
727	0.5692125018
728	0.5691515724
729	0.56909147
730	0.5690292025
731	0.5689743745
732	0.5689025932
733	0.5688214042
734	0.5687706172
735	0.568711127
736	0.5686551969
737	0.568596707
738	0.5685336488
739	0.5684278256
740	0.5683832113
741	0.5683181844
742	0.5682228016
743	0.5681653884
744	0.5680914915
745	0.5680297482
746	0.567930186
747	0.567876815
748	0.5678190875
749	0.5677456139
750	0.5676851293
751	0.5675890091
752	0.5675283594
753	0.5674846294
754	0.5674268427
755	0.5673694708
756	0.5673001143
757	0.5671994213
758	0.5671527636
759	0.5670913903
760	0.5670292767
761	0.5669734925
762	0.5668957041
763	0.5668484628
764	0.5667575984
765	0.5666983653
766	0.5666198339
767	0.5665647062
768	0.5665033779
769	0.5664156806
770	0.5663672758
771	0.5662945385
772	0.5662438128
773	0.5662025938
774	0.5661232376
775	0.5660508187
776	0.5659917501
777	0.5658958626
778	0.5658183665
779	0.5657422912
780	0.5656857035
781	0.5656054319
782	0.5655438727
783	0.5654367057
784	0.5653536437
785	0.565301392
786	0.56523899
787	0.56517859
788	0.5651205147
789	0.5650506234
790	0.565000464
791	0.5649571271
792	0.5649055936
793	0.5648522478
794	0.5648055218
795	0.5647529158
796	0.564697409
797	0.5646446688
798	0.5645802722
799	0.5645127802
800	0.5644408272
801	0.564357248
802	0.5642735942
803	0.5641669272
804	0.5641172179
805	0.5640774541
806	0.5640230305
807	0.5639738908
808	0.5639036624
809	0.5638326329
810	0.5637822223
811	0.5637374347
812	0.5636642412
813	0.56361512
814	0.5635677131
815	0.5635035009
816	0.5634559568
817	0.5633720041
818	0.5633116958
819	0.5632509472
820	0.5631985928
821	0.5631386384
822	0.5630860458
823	0.5630152679
824	0.5629202622
825	0.5628596736
826	0.5628230816
827	0.5627575709
828	0.5627181148
829	0.5626626757
830	0.5626074404
831	0.5625449247
832	0.562506259
833	0.562452149
834	0.562370309
835	0.5623051892
836	0.5622557878
837	0.5621975851
838	0.5621452405
839	0.562086172
840	0.5620290129
841	0.5619459287
842	0.56188373
843	0.5618073456
844	0.5617560159
845	0.561675265
846	0.5616340968
847	0.5615958582
848	0.5615416386
849	0.5614849176
850	0.5614364009
851	0.5613798421
852	0.5613113121
853	0.561258761
854	0.5612088448
855	0.5611551656
856	0.5610992003
857	0.5610449308
858	0.5610027574
859	0.5609300923
860	0.5608492878
861	0.560771536
862	0.5607213689
863	0.5606494581
864	0.5605903558
865	0.5605230881
866	0.5604540442
867	0.5604005777
868	0.56033434
869	0.5602776564
870	0.5602342053
871	0.5601307092
872	0.5600662149
873	0.560012869
874	0.5599568143
875	0.5598794941
876	0.5598387067
877	0.5597642721
878	0.5596789763
879	0.5595976009
880	0.5595532381
881	0.5594900839
882	0.559408229
883	0.5593653267
884	0.5593008807
885	0.559239279
886	0.5591832537
887	0.5591033321
888	0.5590347999
889	0.5589910063
890	0.5589313435
891	0.5588588755
892	0.5588087007
893	0.5587442768
894	0.5586833736
895	0.5586445483
896	0.5585821805
897	0.558519352
898	0.5584582948
899	0.558390893
900	0.5583141334
901	0.5582596265
902	0.5582002884
903	0.5581309385
904	0.558090667
905	0.5580330607
906	0.5579742976
907	0.5579110581
908	0.5578741099
909	0.5578285299
910	0.5577729585
911	0.5576798756
912	0.5576050788
913	0.5575553346
914	0.5574702852
915	0.5574105881
916	0.5573508312
917	0.5573096654
918	0.5572499515
919	0.557186849
920	0.557132617
921	0.5570828718
922	0.5570339975
923	0.5569967183
924	0.5569465099
925	0.5568989185
926	0.5568247509
927	0.5567718153
928	0.5567220364
929	0.5566514368
930	0.5565924456
931	0.556532128
932	0.5564964468
933	0.5564255511
934	0.5563804432
935	0.556329694
936	0.5562515222
937	0.5561830073
938	0.5561212915
939	0.5560730893
940	0.5559983131
941	0.5559633485
942	0.5559190247
943	0.5558694543
944	0.5558250539
945	0.5557572023
946	0.555701171
947	0.5556472297
948	0.5556015785
949	0.5555551803
950	0.5555187352
951	0.555474599
952	0.5554275246
953	0.5553947182
954	0.5553512453
955	0.5553123888
956	0.5552754182
957	0.5552172902
958	0.5551604459
959	0.5551105753
960	0.5550737952
961	0.5549964901
962	0.5549476141
963	0.55491377
964	0.5548646064
965	0.5547848565
966	0.5547376158
967	0.5546878953
968	0.5546511126
969	0.5545939095
970	0.5545462736
971	0.5544816849
972	0.5544433489
973	0.5543880755
974	0.554313741
975	0.5542668947
976	0.5541827018
977	0.5541150719
978	0.5540654963
979	0.5539948903
980	0.5539488041
981	0.5539065811
982	0.5538572985
983	0.5537804228
984	0.5537184193
985	0.5536758253
986	0.5536234299
987	0.5535808969
988	0.5535313698
989	0.5534993528
990	0.5534574645
991	0.5534116636
992	0.553343036
993	0.5532894678
994	0.553256334
995	0.553180052
996	0.5531233541
997	0.5530682985
998	0.5530149163
999	0.5529639962
